instance code,patient num,instance num,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,col154,col155,col156,col157,col158,col159,col160,col161,col162,col163,col164,col165,col166,col167,col168,col169,col170,col171,col172,col173,col174,col175,col176,col177,col178,col179,col180,col181,col182,col183,col184,col185,col186,col187,col188,col189,col190,col191,col192,col193,col194,col195,col196,col197,col198,col199,col200,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col215,col216,col217,col218,col219,col220,col221,col222,col223,col224,col225,col226,col227,col228,col229,col230,col231,class
AD_4,22,22,1.9387,1.9357,1.9348,1.9369,1.9343,1.9318,1.9361,1.9284,1.935,1.9294,1.923,1.9282,1.9412,1.927,1.9338,1.933,1.9244,1.9254,1.9277,1.9249,1.9322,1.9418,1.9375,1.9351,1.9382,1.9383,1.9338,1.9308,1.9377,1.9302,1.9378,1.9323,1.9367,1.9314,1.9327,1.9324,1.935,1.9332,1.9352,1.9304,1.9307,1.9395,1.9341,1.9381,1.9342,1.9307,1.9373,1.9343,1.9254,1.9323,1.938,1.9262,1.9308,1.9369,1.9271,1.9354,1.9316,1.9324,1.937,1.9347,1.9292,1.9306,1.9313,1.9352,1.9413,1.9337,1.9282,1.9315,1.927,1.9332,1.9301,1.9344,1.929,1.9356,1.931,1.9389,1.9356,1.9371,1.9395,1.93,1.9399,1.9354,1.9359,1.9334,1.9359,1.9357,1.9337,1.9342,1.9322,1.9356,1.9268,1.9363,1.9351,1.9298,1.9378,1.932,1.9336,1.936,1.936,1.9363,1.9375,1.9362,1.9301,1.9349,1.9379,1.9235,1.9308,1.9285,1.9364,1.94,1.9351,1.9388,1.9277,1.9329,1.9285,1.9372,1.9365,1.9355,1.9369,1.9394,1.9382,1.9349,1.9285,1.9326,1.9347,1.9317,1.9259,1.9368,1.9325,1.934,1.9333,1.9306,1.934,1.9313,1.9396,1.9365,1.9269,1.9345,1.9288,1.9347,1.9305,1.9324,1.9272,1.9309,1.9339,1.9294,1.9305,1.935,1.9442,1.9397,1.9323,1.9363,1.9368,1.9292,1.9301,1.9313,1.933,1.9325,1.9388,1.9345,1.9245,1.9291,1.9314,1.9427,1.9404,1.9292,1.9289,1.9388,1.9311,1.941,1.9309,1.9242,1.9301,1.9329,1.9404,1.9311,1.9377,1.9326,1.9323,1.9377,1.9395,1.937,1.9386,1.935,1.9341,1.934,1.9396,1.9354,1.935,1.9349,1.9376,1.9333,1.9291,1.9274,1.936,1.9321,1.9373,1.9387,1.9372,1.9282,1.9333,1.9353,1.9322,1.9306,1.9308,1.9362,1.9345,1.9335,1.9343,1.933,1.9333,1.9297,1.9263,1.9362,1.9343,1.9323,1.9369,1.9337,1.9313,1.9362,1.9279,1.9371,1.9334,1.929,1.9276,1.9289,1.9339,1.9347,1.9275,1.9294,1.9387,1
AD_5,23,23,1.9335,1.9356,1.9355,1.9217,1.9328,1.9298,1.9281,1.9273,1.9405,1.925,1.9322,1.9271,1.9286,1.9243,1.9223,1.931,1.921,1.9277,1.9306,1.933,1.9289,1.9275,1.9231,1.9228,1.922,1.9337,1.9324,1.9316,1.935,1.9346,1.9372,1.9359,1.9281,1.9361,1.9337,1.9335,1.9333,1.9307,1.9281,1.9313,1.9339,1.9327,1.9315,1.933,1.9313,1.9294,1.9259,1.9233,1.925,1.9343,1.9345,1.9288,1.9229,1.9334,1.9309,1.9251,1.9238,1.9269,1.927,1.9387,1.9294,1.9204,1.9235,1.9319,1.9317,1.9333,1.9248,1.9269,1.9281,1.93,1.9338,1.9285,1.9186,1.9269,1.931,1.9351,1.9258,1.923,1.9243,1.9281,1.9309,1.9247,1.9197,1.9255,1.9314,1.9319,1.9287,1.9278,1.9199,1.9203,1.9269,1.9363,1.9274,1.9281,1.9183,1.9221,1.9341,1.9276,1.9264,1.9269,1.9219,1.925,1.9265,1.919,1.9184,1.9365,1.9351,1.9335,1.9278,1.9346,1.9353,1.9351,1.9279,1.9416,1.9284,1.9316,1.9286,1.9336,1.9285,1.9322,1.9323,1.9303,1.9298,1.9288,1.9279,1.9308,1.9403,1.9338,1.9402,1.9304,1.9299,1.929,1.9273,1.9298,1.9368,1.9329,1.9302,1.9302,1.9371,1.9249,1.9248,1.9284,1.9344,1.9322,1.93,1.9297,1.9275,1.9305,1.9253,1.9269,1.9308,1.9257,1.9242,1.9255,1.9315,1.9372,1.9354,1.9234,1.9332,1.9333,1.929,1.931,1.9202,1.9297,1.9333,1.9261,1.9206,1.9271,1.9247,1.929,1.9302,1.9363,1.9293,1.9251,1.9256,1.9318,1.9362,1.9269,1.9268,1.9257,1.9212,1.9247,1.9265,1.9325,1.9347,1.9293,1.9291,1.9331,1.9324,1.9249,1.9306,1.9326,1.9218,1.9266,1.9282,1.9289,1.9238,1.9222,1.9258,1.9272,1.9239,1.9233,1.9265,1.9254,1.9219,1.9285,1.9273,1.9242,1.9218,1.9259,1.9248,1.9219,1.9304,1.9207,1.932,1.9342,1.9267,1.9275,1.9234,1.9263,1.9326,1.9197,1.9338,1.929,1.9321,1.9272,1.9248,1.9331,1.9306,1.9315,1.9301,1
AD_6,24,24,1.926,1.9248,1.9289,1.9263,1.9212,1.9231,1.9283,1.9319,1.9321,1.9201,1.9324,1.9249,1.9324,1.9187,1.9211,1.9247,1.9234,1.9247,1.9177,1.9172,1.9212,1.9347,1.9332,1.9314,1.9298,1.93,1.9303,1.9253,1.9326,1.9303,1.9168,1.9275,1.925,1.9251,1.9252,1.9222,1.9258,1.928,1.916,1.9284,1.9284,1.9195,1.933,1.9309,1.9324,1.9265,1.9152,1.9198,1.9257,1.9237,1.9256,1.9296,1.9215,1.9172,1.9263,1.9119,1.916,1.9154,1.9203,1.9253,1.9138,1.9155,1.9221,1.9288,1.9251,1.9247,1.9315,1.921,1.9132,1.9216,1.9283,1.9335,1.9257,1.9298,1.9303,1.9311,1.912,1.9141,1.9188,1.9294,1.9215,1.9304,1.9335,1.9244,1.9381,1.9365,1.9388,1.936,1.9335,1.9331,1.9255,1.925,1.93,1.9292,1.925,1.9246,1.9347,1.921,1.9241,1.9292,1.916,1.9388,1.9207,1.9273,1.9291,1.9213,1.9224,1.9281,1.922,1.9149,1.9153,1.9276,1.9219,1.9271,1.9233,1.9326,1.9253,1.928,1.9215,1.919,1.9165,1.9137,1.9147,1.9179,1.9123,1.9163,1.9292,1.93,1.93,1.935,1.9371,1.9378,1.9315,1.9291,1.9268,1.9326,1.9339,1.9361,1.939,1.9279,1.93,1.9349,1.9402,1.9332,1.9266,1.9243,1.931,1.9297,1.9295,1.9297,1.9221,1.92,1.9199,1.9198,1.9191,1.9315,1.9204,1.9224,1.9283,1.9259,1.9231,1.9237,1.9222,1.9265,1.9257,1.9223,1.9206,1.9273,1.9413,1.9396,1.9412,1.9291,1.9303,1.9293,1.9294,1.9319,1.925,1.9304,1.9286,1.9179,1.9371,1.9228,1.9254,1.9259,1.9186,1.9192,1.9131,1.9173,1.9131,1.927,1.9252,1.9214,1.9229,1.9143,1.9219,1.9233,1.9242,1.9325,1.9273,1.9271,1.9229,1.935,1.9307,1.926,1.9229,1.9226,1.9264,1.9307,1.9368,1.9314,1.921,1.9153,1.9213,1.9241,1.9194,1.914,1.9174,1.9191,1.9283,1.9203,1.9261,1.9171,1.928,1.9251,1.9176,1.9132,1.9096,1.9219,1.9238,1.9227,1.9252,1
AD_7,25,25,1.9348,1.9339,1.924,1.9349,1.9352,1.9252,1.9238,1.9321,1.9351,1.9204,1.9303,1.9343,1.9324,1.9363,1.924,1.9208,1.9322,1.9338,1.9318,1.9341,1.9409,1.9275,1.9419,1.9408,1.932,1.9337,1.934,1.9316,1.9317,1.9284,1.9351,1.9245,1.9266,1.9301,1.9317,1.9333,1.9284,1.9303,1.935,1.9305,1.9341,1.9372,1.9287,1.9412,1.9444,1.9298,1.9336,1.9286,1.9373,1.9366,1.9367,1.9328,1.9235,1.9334,1.9325,1.9362,1.9304,1.936,1.9327,1.931,1.9337,1.9328,1.9316,1.9251,1.9195,1.9366,1.9237,1.9274,1.9225,1.9321,1.9328,1.9304,1.9317,1.9222,1.9235,1.9302,1.9278,1.9333,1.9208,1.9233,1.9286,1.932,1.9348,1.9267,1.9362,1.9356,1.9328,1.931,1.9377,1.9298,1.9309,1.93,1.9326,1.9273,1.937,1.9304,1.937,1.9406,1.9255,1.9318,1.9363,1.9352,1.9339,1.9328,1.9306,1.9252,1.9299,1.9307,1.9282,1.9362,1.9248,1.9292,1.9312,1.9234,1.9268,1.934,1.9334,1.9245,1.932,1.9317,1.9227,1.9347,1.9288,1.9264,1.9253,1.9259,1.93,1.9371,1.9398,1.926,1.9311,1.9393,1.9303,1.9282,1.9238,1.9211,1.9168,1.9274,1.9236,1.9307,1.9304,1.9328,1.9362,1.9274,1.9327,1.9337,1.9344,1.9363,1.9265,1.9376,1.924,1.92,1.9258,1.921,1.9245,1.9252,1.9196,1.9256,1.9199,1.9317,1.9292,1.9257,1.923,1.9184,1.9222,1.9297,1.926,1.9293,1.9335,1.9362,1.9309,1.9294,1.9389,1.9324,1.9321,1.9236,1.9277,1.9308,1.9263,1.9255,1.937,1.9313,1.9355,1.9301,1.936,1.9307,1.934,1.9304,1.934,1.9373,1.9371,1.9331,1.921,1.9371,1.9329,1.9322,1.9328,1.9326,1.9296,1.9266,1.9281,1.936,1.9231,1.9369,1.9294,1.9293,1.9308,1.9245,1.9248,1.9334,1.9366,1.9298,1.9322,1.9214,1.9362,1.9296,1.938,1.9317,1.9306,1.9175,1.9288,1.9269,1.9278,1.9309,1.9285,1.9265,1.9281,1.9267,1.9351,1.9406,1.9341,1
AD_8,26,26,1.9367,1.9437,1.9337,1.9178,1.9348,1.9329,1.9292,1.9221,1.9337,1.9413,1.9309,1.932,1.9423,1.9369,1.9424,1.928,1.9387,1.9436,1.9373,1.933,1.9357,1.9304,1.9326,1.9343,1.9326,1.9222,1.9312,1.9219,1.9206,1.934,1.9402,1.9353,1.9235,1.9308,1.9355,1.9411,1.9336,1.9321,1.9326,1.9299,1.9289,1.9322,1.9351,1.9361,1.9314,1.9337,1.9314,1.9234,1.92,1.931,1.9301,1.9354,1.9358,1.9283,1.9343,1.9396,1.9275,1.9218,1.9305,1.9389,1.9318,1.9189,1.9257,1.9296,1.926,1.9383,1.931,1.9287,1.9239,1.9326,1.9253,1.9363,1.9378,1.9325,1.9364,1.9271,1.9377,1.9319,1.9203,1.9267,1.9298,1.9407,1.929,1.9287,1.9305,1.9356,1.9289,1.9358,1.9269,1.9277,1.9314,1.9419,1.9248,1.9267,1.93,1.9314,1.9407,1.9307,1.9273,1.9322,1.9377,1.9372,1.9257,1.9267,1.9288,1.9302,1.9359,1.935,1.9353,1.9211,1.9323,1.9312,1.9314,1.9286,1.9319,1.9284,1.9319,1.923,1.9347,1.9312,1.9293,1.9331,1.9372,1.9372,1.9356,1.9374,1.9354,1.9312,1.9315,1.936,1.938,1.927,1.9296,1.9301,1.9313,1.9312,1.9257,1.9217,1.9343,1.9299,1.9253,1.9197,1.9234,1.9275,1.9337,1.9295,1.9306,1.9395,1.9344,1.9437,1.9292,1.9352,1.9315,1.9352,1.9338,1.9384,1.9376,1.9285,1.9398,1.9369,1.9206,1.9289,1.9423,1.9441,1.9439,1.939,1.9382,1.9396,1.9309,1.9323,1.9354,1.9279,1.9294,1.9295,1.92,1.916,1.9404,1.9253,1.927,1.9234,1.9324,1.9284,1.9282,1.9267,1.932,1.9353,1.9239,1.9312,1.9372,1.9287,1.9285,1.9361,1.9313,1.9352,1.925,1.897,1.9077,1.9365,1.933,1.9285,1.9182,1.921,1.9308,1.9354,1.9297,1.9355,1.9305,1.9218,1.9224,1.926,1.9291,1.9323,1.9271,1.9264,1.9328,1.9315,1.9219,1.9027,1.931,1.9309,1.9232,1.913,1.9207,1.9299,1.9281,1.925,1.9311,1.928,1.9276,1.9227,1.9245,1
AD_9,27,27,1.9306,1.9434,1.9368,1.9298,1.9408,1.9449,1.9342,1.9257,1.9319,1.9377,1.9412,1.9325,1.9349,1.942,1.9341,1.9273,1.9353,1.9374,1.9405,1.933,1.9284,1.9364,1.9338,1.937,1.9417,1.9315,1.9345,1.9428,1.9388,1.9394,1.93,1.9316,1.9396,1.9235,1.9359,1.9349,1.9245,1.9326,1.9356,1.939,1.9421,1.9388,1.9314,1.936,1.9408,1.9327,1.9293,1.9353,1.9376,1.9395,1.9399,1.939,1.9413,1.9361,1.9468,1.9258,1.9374,1.9334,1.9308,1.9383,1.929,1.932,1.9348,1.9305,1.9353,1.9361,1.9367,1.9351,1.928,1.9278,1.9366,1.9383,1.9354,1.9345,1.9313,1.9398,1.9346,1.9302,1.9326,1.9286,1.9378,1.9355,1.9348,1.9417,1.9406,1.9366,1.9289,1.9366,1.934,1.9306,1.9294,1.9294,1.9405,1.9349,1.92,1.9273,1.9289,1.9346,1.9372,1.9294,1.9265,1.9319,1.9345,1.933,1.9343,1.9358,1.9403,1.9467,1.9375,1.9389,1.937,1.9311,1.933,1.9386,1.9457,1.9425,1.9397,1.9438,1.9326,1.9371,1.9262,1.936,1.9346,1.9337,1.9343,1.9346,1.9334,1.9367,1.9354,1.9345,1.9218,1.9273,1.9305,1.9338,1.9295,1.9277,1.9319,1.9303,1.9336,1.9302,1.9363,1.9348,1.9242,1.9256,1.9324,1.9289,1.9228,1.9347,1.9358,1.9345,1.9318,1.9318,1.9355,1.9318,1.9307,1.932,1.9278,1.9318,1.9394,1.9234,1.9274,1.9267,1.9289,1.9363,1.9305,1.9334,1.933,1.9336,1.9352,1.9338,1.933,1.9402,1.9354,1.9255,1.9298,1.9267,1.9302,1.9301,1.9319,1.9372,1.9238,1.9363,1.9284,1.9307,1.9372,1.9344,1.9322,1.9362,1.9416,1.9421,1.9304,1.9268,1.9321,1.9352,1.9349,1.9307,1.9369,1.9317,1.936,1.9283,1.9303,1.9343,1.9295,1.9326,1.9227,1.9308,1.9348,1.9248,1.9284,1.9388,1.9343,1.9356,1.9286,1.9271,1.9341,1.9316,1.9386,1.9355,1.9327,1.9311,1.9309,1.9244,1.9261,1.9336,1.9344,1.927,1.924,1.9372,1.9343,1.9317,1.9395,1
AD_10,28,28,1.9318,1.9358,1.9366,1.9391,1.9285,1.9301,1.9331,1.9396,1.9399,1.9293,1.9293,1.9317,1.9401,1.9228,1.9271,1.9411,1.929,1.9354,1.9321,1.9218,1.9235,1.9323,1.937,1.9437,1.9311,1.9347,1.9359,1.9361,1.9372,1.9385,1.9313,1.9355,1.9315,1.9381,1.9261,1.9371,1.9357,1.9328,1.9307,1.9334,1.9393,1.9365,1.9387,1.9428,1.94,1.9439,1.9386,1.9386,1.9334,1.9329,1.9402,1.9197,1.9333,1.9223,1.9357,1.9385,1.9349,1.9373,1.9284,1.9328,1.9345,1.9316,1.9277,1.9365,1.9232,1.9331,1.9289,1.9321,1.9294,1.9354,1.9416,1.93,1.9317,1.9275,1.936,1.9408,1.9309,1.9221,1.9295,1.9257,1.9322,1.9252,1.9344,1.9337,1.93,1.9346,1.936,1.9312,1.9305,1.9359,1.9358,1.934,1.9322,1.9236,1.9343,1.9351,1.9369,1.9263,1.9347,1.9284,1.9241,1.9242,1.9302,1.9269,1.9277,1.9331,1.9253,1.9336,1.9251,1.9276,1.934,1.9294,1.9352,1.9276,1.9323,1.9338,1.9284,1.9352,1.9344,1.9353,1.9251,1.9323,1.931,1.9237,1.9305,1.9314,1.9369,1.9249,1.9337,1.931,1.9351,1.9298,1.9241,1.9252,1.9387,1.9217,1.932,1.9221,1.9272,1.9347,1.9318,1.9248,1.9253,1.9305,1.93,1.924,1.9294,1.9371,1.9297,1.9405,1.9366,1.9333,1.9289,1.932,1.9381,1.9344,1.9309,1.9104,1.9264,1.9317,1.9224,1.9269,1.9286,1.9246,1.9227,1.9201,1.921,1.9235,1.9366,1.932,1.9354,1.9247,1.9294,1.9354,1.9337,1.9342,1.9296,1.932,1.932,1.9294,1.9331,1.9399,1.9232,1.9331,1.9304,1.932,1.93,1.9305,1.9379,1.9328,1.9289,1.9279,1.9368,1.9377,1.9377,1.93,1.9403,1.941,1.9305,1.9298,1.9309,1.9246,1.9298,1.9267,1.9359,1.92,1.928,1.9257,1.9295,1.9292,1.9371,1.9382,1.9395,1.9395,1.9293,1.9347,1.9384,1.9383,1.9333,1.9417,1.9213,1.9304,1.9378,1.9345,1.9299,1.9338,1.9377,1.9358,1.9278,1.9272,1.931,1
AD_11,29,29,1.9255,1.9199,1.9192,1.9377,1.9239,1.9249,1.9231,1.9322,1.9279,1.9264,1.9281,1.9131,1.9313,1.9231,1.915,1.9183,1.9161,1.924,1.9241,1.9276,1.9309,1.9217,1.9199,1.9239,1.9355,1.9237,1.9238,1.9366,1.929,1.9312,1.9291,1.9253,1.9147,1.9296,1.9256,1.9121,1.9214,1.9181,1.9255,1.9263,1.9309,1.9233,1.9295,1.9283,1.9271,1.9423,1.9299,1.9322,1.9321,1.9429,1.9308,1.9286,1.9375,1.919,1.9329,1.9257,1.9167,1.9361,1.928,1.9332,1.921,1.935,1.9382,1.9237,1.9212,1.9273,1.9342,1.9307,1.9268,1.923,1.9316,1.9358,1.931,1.9217,1.92,1.9333,1.9299,1.9216,1.9284,1.9199,1.931,1.9346,1.9312,1.9262,1.9341,1.9219,1.9232,1.9348,1.9285,1.9257,1.9298,1.9304,1.942,1.9285,1.9314,1.9133,1.9393,1.9351,1.9088,1.9243,1.9188,1.9369,1.9329,1.932,1.9315,1.9309,1.9304,1.9295,1.9311,1.9269,1.9219,1.9219,1.9348,1.942,1.9211,1.9271,1.9115,1.935,1.9188,1.9091,1.9283,1.9089,1.9236,1.9261,1.9275,1.9287,1.9237,1.9248,1.9278,1.9339,1.9293,1.9252,1.9222,1.9273,1.9346,1.9235,1.9226,1.9184,1.9252,1.9245,1.9131,1.9236,1.912,1.9216,1.9285,1.9278,1.9277,1.9264,1.9256,1.9309,1.933,1.9263,1.9255,1.9256,1.9374,1.9327,1.9263,1.924,1.9115,1.9293,1.9269,1.919,1.9302,1.9204,1.9242,1.9279,1.9381,1.93,1.925,1.9287,1.9216,1.9283,1.9357,1.9334,1.9323,1.9258,1.9358,1.9287,1.9267,1.9247,1.933,1.9358,1.9285,1.9344,1.9223,1.9356,1.932,1.9342,1.9383,1.9308,1.9287,1.9274,1.9458,1.9348,1.9286,1.9287,1.9319,1.9311,1.9263,1.9182,1.9138,1.9335,1.9248,1.9187,1.9331,1.9142,1.9309,1.9324,1.9293,1.94,1.9298,1.928,1.9297,1.9383,1.9236,1.9256,1.926,1.9301,1.9374,1.935,1.9301,1.9236,1.9306,1.9226,1.9204,1.9229,1.9236,1.9341,1.9293,1.9255,1.929,1
AD_12,30,30,1.924,1.9255,1.9243,1.9285,1.9256,1.931,1.9311,1.9325,1.9396,1.9326,1.9309,1.9278,1.9324,1.936,1.9325,1.9312,1.9256,1.9219,1.9305,1.9273,1.9292,1.9352,1.9317,1.9307,1.9295,1.9318,1.9309,1.931,1.9281,1.9351,1.923,1.9279,1.9273,1.9348,1.9326,1.921,1.9217,1.9239,1.9269,1.9219,1.9242,1.9198,1.933,1.9301,1.9295,1.9326,1.9331,1.9266,1.9295,1.9209,1.9361,1.9275,1.9278,1.9308,1.9387,1.9306,1.9282,1.9225,1.932,1.9348,1.9332,1.9328,1.9302,1.9297,1.9325,1.9302,1.9302,1.9279,1.9301,1.9317,1.9312,1.9379,1.9355,1.9385,1.9325,1.936,1.9328,1.9332,1.9273,1.9256,1.9339,1.9289,1.9272,1.9306,1.9347,1.9326,1.9325,1.9311,1.9325,1.928,1.9339,1.9276,1.9372,1.9328,1.9174,1.9278,1.9345,1.9347,1.9315,1.9303,1.9194,1.9264,1.9342,1.9321,1.9247,1.9338,1.9332,1.9326,1.9278,1.9262,1.9203,1.9256,1.9261,1.9385,1.9258,1.9172,1.9224,1.925,1.9315,1.9247,1.9223,1.9243,1.9287,1.9188,1.9206,1.9213,1.9213,1.9269,1.9287,1.9253,1.921,1.9245,1.9287,1.9335,1.9355,1.9323,1.9331,1.9239,1.9311,1.9289,1.921,1.9133,1.9155,1.9266,1.9162,1.9228,1.9268,1.9285,1.9258,1.9288,1.9266,1.919,1.9229,1.933,1.9276,1.9383,1.9266,1.9296,1.9234,1.918,1.9252,1.9139,1.9284,1.9337,1.9265,1.9289,1.9286,1.9277,1.9343,1.9342,1.9326,1.9306,1.9316,1.9304,1.9357,1.9331,1.9376,1.9266,1.9341,1.9226,1.9272,1.931,1.925,1.9307,1.9248,1.9256,1.9294,1.9291,1.9224,1.9258,1.9214,1.9209,1.9314,1.9276,1.9252,1.9256,1.9184,1.9322,1.9186,1.9263,1.9248,1.9304,1.9247,1.9218,1.9242,1.9251,1.9138,1.9252,1.924,1.9195,1.9359,1.9367,1.9398,1.9285,1.9326,1.9408,1.9237,1.9384,1.9364,1.9239,1.9247,1.9212,1.9232,1.9317,1.9252,1.9301,1.9349,1.9275,1.9315,1.9355,1.9305,1
AD_13,31,31,1.9396,1.9335,1.931,1.926,1.9264,1.9301,1.9205,1.9359,1.9303,1.9288,1.9283,1.9251,1.9207,1.9224,1.9225,1.9263,1.9282,1.9332,1.9286,1.9276,1.9246,1.9357,1.9342,1.9331,1.9308,1.9387,1.9277,1.9219,1.9339,1.9416,1.9381,1.9358,1.9263,1.9313,1.9304,1.9363,1.9397,1.9299,1.9369,1.9335,1.9326,1.934,1.938,1.9349,1.9349,1.9431,1.9241,1.9282,1.9256,1.937,1.9376,1.927,1.9244,1.9359,1.923,1.9302,1.924,1.9285,1.9297,1.9307,1.934,1.929,1.929,1.9381,1.9372,1.9395,1.9416,1.9191,1.9359,1.9328,1.9411,1.9323,1.9242,1.9289,1.932,1.9356,1.9318,1.9363,1.9255,1.9345,1.932,1.9345,1.936,1.9351,1.9395,1.9351,1.9359,1.9438,1.9433,1.9334,1.9298,1.9329,1.9334,1.9385,1.9304,1.929,1.9341,1.9304,1.9315,1.9272,1.9356,1.9397,1.9354,1.9348,1.9377,1.9283,1.9176,1.9241,1.9202,1.9273,1.9241,1.9193,1.924,1.9326,1.9358,1.9363,1.9278,1.9268,1.9279,1.9311,1.9328,1.9232,1.9341,1.9291,1.9257,1.9315,1.9334,1.9344,1.9317,1.9357,1.9287,1.9223,1.9269,1.931,1.9357,1.9316,1.9324,1.9234,1.9277,1.9317,1.9229,1.9308,1.9336,1.929,1.9252,1.9287,1.9319,1.9379,1.9373,1.9338,1.9348,1.937,1.9289,1.9281,1.9244,1.9297,1.9347,1.9329,1.928,1.93,1.9349,1.9368,1.9327,1.9338,1.9295,1.9369,1.9333,1.9312,1.923,1.9209,1.9292,1.9345,1.926,1.9261,1.9174,1.9285,1.9319,1.9321,1.9352,1.9301,1.9268,1.9337,1.9329,1.9301,1.9245,1.9269,1.9275,1.9225,1.9208,1.9203,1.9296,1.9332,1.9308,1.9237,1.9194,1.9165,1.9352,1.9352,1.931,1.9367,1.934,1.9294,1.9304,1.9307,1.9305,1.9254,1.925,1.9322,1.9288,1.9234,1.9196,1.9238,1.9219,1.9255,1.9185,1.9244,1.9193,1.917,1.9281,1.9106,1.9285,1.9237,1.9205,1.931,1.9283,1.9267,1.9354,1.9275,1.9274,1.9331,1.9293,1
AD_14,32,32,1.9346,1.9357,1.9335,1.928,1.9306,1.9261,1.9328,1.9358,1.9349,1.9267,1.9287,1.9398,1.9423,1.9325,1.9294,1.9326,1.9294,1.9324,1.9341,1.9352,1.9297,1.942,1.9375,1.9365,1.9282,1.9312,1.937,1.943,1.9331,1.9395,1.9317,1.938,1.9337,1.9311,1.9305,1.9317,1.9359,1.934,1.9354,1.9342,1.9323,1.9291,1.9374,1.9337,1.9361,1.9328,1.9359,1.9298,1.93,1.9291,1.9293,1.9325,1.9353,1.9312,1.932,1.9322,1.9284,1.9248,1.9323,1.9281,1.9362,1.9357,1.9386,1.9337,1.9343,1.9364,1.9334,1.9372,1.934,1.9284,1.9299,1.9308,1.9223,1.9231,1.934,1.9331,1.931,1.9275,1.9286,1.9289,1.9272,1.9287,1.9342,1.9304,1.9344,1.9314,1.9413,1.9219,1.9299,1.9293,1.9291,1.9366,1.9439,1.9394,1.9231,1.931,1.9274,1.9351,1.9313,1.917,1.9328,1.9326,1.9317,1.9361,1.9317,1.9402,1.9349,1.9341,1.9246,1.9279,1.9336,1.9403,1.9281,1.9367,1.9309,1.9317,1.9378,1.9277,1.9357,1.9346,1.9314,1.9315,1.9367,1.9329,1.93,1.9341,1.9345,1.9292,1.9372,1.9184,1.9348,1.9249,1.9282,1.9344,1.9371,1.9329,1.9294,1.9282,1.9236,1.9296,1.9259,1.9294,1.931,1.9337,1.929,1.9327,1.9298,1.9381,1.9293,1.9371,1.9284,1.9323,1.932,1.937,1.9393,1.9407,1.9325,1.9367,1.9346,1.9363,1.9345,1.9358,1.927,1.9291,1.9274,1.9344,1.9366,1.9365,1.9434,1.9354,1.938,1.9223,1.9347,1.9294,1.9387,1.9344,1.932,1.9437,1.9388,1.9402,1.9339,1.9322,1.9342,1.9339,1.9286,1.9328,1.9338,1.9316,1.9312,1.9368,1.9313,1.9386,1.9327,1.938,1.9295,1.9368,1.9299,1.9371,1.9362,1.9307,1.9363,1.9315,1.926,1.9303,1.9241,1.9343,1.9454,1.9328,1.9345,1.9353,1.9322,1.9339,1.937,1.9329,1.9318,1.9361,1.9361,1.9323,1.9297,1.9235,1.9275,1.9309,1.9324,1.9304,1.9376,1.9314,1.9171,1.9276,1.9326,1.9317,1.9306,1
